location,bedrooms,Bathrooms,area,carpet_area,ownership,sale_type,age_of_the_property,plot_type,floor,Furnishing,Status,Facing,Actual_Price
Chennai Trichy highway,2,2,800,640,Individual,New,New Construction,Builder Floors,1,Furnished,Ready to Move,North,220000
Meenambakkam,1,1,600,6600,Agent,Resale,Above 20 years,House & Villas,0,Semi-Furnished,Ready to Move,South,690000
Chengalpattu,1,1,400,600,Builder,New,0 to 5 years,House & Villas,0,Furnished,Under Construction,East,320000
Kilpauk,2,2,900,941,Builder,New,0 to 5 years,Farm House,0,Semi-Furnished,Ready to Move,North,6499800
Maraimalai Nagar,2,2,730,640,Individual,New,5 to 10 years,House & Villas,1,Furnished,Ready to Move,North,2007500
Valasaravakkam,8,10,900,600,Individual,New,New Construction,House & Villas,0,Unfurnished,Ready to Move,North,35001000
Madhavaram,2,3,550,621,Builder,New,Under Construction,Builder Floors,1,Unfurnished,Ready to Move,North,3400000
Kellys,2,2,675,500,Individual,Resale,Above 20 years,Builder Floors,3,Semi-Furnished,Ready to Move,North,70875
Perambur,2,3,2388,1000,Individual,New,0 to 5 years,House & Villas,2,Unfurnished,Ready to Move,North,18005520
Perumbakkam Radha Nagar,2,2,900,720,Individual,Resale,0 to 5 years,Builder Floors,1,Furnished,Ready to Move,East,8900000
Thiruvanmiyur,4,5,2710,2869,Individual,New,New Construction,Builder Floors,1,Furnished,Ready to Move,North,44715000
Purasawalkam,2,2,2505,2004,Individual,Resale,10 to 15 years,Farm House,1,Unfurnished,Ready to Move,North,40004850
Omr,2,2,750,2400,Individual,Resale,0 to 5 years,House & Villas,2,Unfurnished,Ready to Move,South,1687500
Ashok Nagar,12,15,5175,1625,Individual,Resale,5 to 10 years,House & Villas,13,Semi-Furnished,Ready to Move,South,70017750
Ayappakkam,4,4,2500,1340,Individual,Resale,Under Construction,House & Villas,0,Unfurnished,Ready to Move,East,2082500
Padur,2,3,1441,780,Builder,New,New Construction,Builder Floors,1,Unfurnished,Ready to Move,North,9000000
Kodambakkam Rangarajapuram,2,2,865,1200,Individual,Resale,0 to 5 years,House & Villas,0,Unfurnished,Ready to Move,South,5700350
West Mambalam,1,1,530,582,Builder,New,New Construction,House & Villas,2,Semi-Furnished,Ready to Move,East,4499700
Thiruvotriyur,1,1,465,372,Builder,New,New Construction,House & Villas,1,Unfurnished,Under Construction,West,6000360
K Nagar,2,2,1000,640,Builder,New,Under Construction,Builder Floors,1,Semi-Furnished,Under Construction,East,6000000
Guduvancheri,3,2,878,780,Builder,New,New Construction,Builder Floors,1,Unfurnished,Ready to Move,North,3511000
Poonamale Highway,1,1,600,850,Individual,Resale,10 to 15 years,House & Villas,0,Semi-Furnished,Ready to Move,South,2100000
Perambur,2,2,937,520,Builder,New,Under Construction,House & Villas,-1,Furnished,Under Construction,East,6500906
Mylapore,4,4,1300,600,Individual,New,0 to 5 years,House & Villas,0,Unfurnished,Under Construction,West,31200000
Marakkanam,3,3,540,771,Individual,Resale,New Construction,House & Villas,0,Furnished,Ready to Move,South,599400
Panayur,2,4,30000,650,Builder,New,Under Construction,Builder Floors,0,Semi-Furnished,Under Construction,North,15000000
Pallikaranai,3,4,1723,1200,Builder,New,New Construction,House & Villas,1,Unfurnished,Ready to Move,East,11519978
Guduvancheri,2,2,850,920,Agent,Resale,New Construction,House & Villas,2,Furnished,Ready to Move,North East,2856000
Madipakkam Ram Nagar,3,2,947,800,Builder,New,New Construction,Builder Floors,1,Furnished,Ready to Move,North,6500000
Pallikaranai Rajalakshmi Nagar,3,3,1072,639,Builder,New,New Construction,Builder Floors,2,Semi-Furnished,Ready to Move,East,11000000
Santhosapuram,3,3,1280,746,Individual,Resale,10 to 15 years,House & Villas,0,Semi-Furnished,Ready to Move,North East,7040000
Avadi,2,2,600,1300,Builder,New,0 to 5 years,House & Villas,0,Unfurnished,Ready to Move,East,2598000
Kandigai,2,2,1064,775,Individual,Resale,0 to 5 years,Builder Floors,2,Furnished,Ready to Move,East,4600000
Walajabath,2,2,800,600,Agent,New,0 to 5 years,House & Villas,1,Unfurnished,Ready to Move,South,2640000
Vandalur,2,2,1200,827,Individual,New,New Construction,House & Villas,0,Unfurnished,Under Construction,North East,3996000
Jafferkhanpet,3,3,1443,610,Individual,Resale,5 to 10 years,House & Villas,-1,Furnished,Ready to Move,East,13896090
Guduvancheri,2,2,1100,1200,Individual,New,New Construction,House & Villas,0,Unfurnished,Ready to Move,West,3450700
Thiruporur,2,2,2030,190,Individual,Resale,New Construction,Builder Floors,0,Unfurnished,Ready to Move,East,4400000
Anna Nagar,3,3,1367,646,Individual,New,New Construction,Builder Floors,1,Unfurnished,Ready to Move,North,9500000
Mogappair,2,2,805,920,Builder,New,New Construction,House & Villas,0,Furnished,Under Construction,North East,5296900
Manapakkam,1,1,680,1244,Individual,Resale,New Construction,Builder Floors,3,Unfurnished,Ready to Move,South,3000000
Thoraipakkam,3,2,1423,824,Individual,New,0 to 5 years,Builder Floors,1,Semi-Furnished,Ready to Move,East,10000000
Sithalapakkam,2,2,1200,583,Individual,New,New Construction,House & Villas,-1,Semi-Furnished,Ready to Move,North East,4800000
Velachery AGS Colony,1,1,609,625,Individual,Resale,10 to 15 years,Farm House,0,Semi-Furnished,Ready to Move,West,9730000
Kattankulathur,2,2,850,2048,Individual,Resale,0 to 5 years,House & Villas,-1,Semi-Furnished,Ready to Move,South,4199000
Sriperumbudur,1,1,600,500,Individual,New,New Construction,House & Villas,0,Unfurnished,Under Construction,North,1800
Siruseri,2,2,922,910,Individual,Resale,5 to 10 years,House & Villas,0,Unfurnished,Ready to Move,East,2950400
Paruthipet,1,1,550,440,Individual,Resale,0 to 5 years,House & Villas,0,Semi-Furnished,Ready to Move,North East,1298000
Padur,2,2,1147,1708,Individual,Resale,0 to 5 years,Builder Floors,1,Semi-Furnished,Ready to Move,East,4500000
Nerkundram,7,6,2400,834,Individual,Resale,5 to 10 years,Builder Floors,1,Semi-Furnished,Ready to Move,East,13500000
Perungalathur,2,2,876,850,Builder,New,New Construction,House & Villas,1,Unfurnished,Ready to Move,South,3985800
Gerugambakkam,3,3,2600,785,Builder,New,New Construction,Builder Floors,2,Unfurnished,Under Construction,East,12500000
Saidapet,3,2,890,3000,Individual,Resale,10 to 15 years,House & Villas,1,Furnished,Ready to Move,North,5304400
Kovalam,3,3,2290,655,Individual,Resale,Above 20 years,Builder Floors,2,Semi-Furnished,Ready to Move,East,10000000
Semmancheri,2,2,1103,1056,Individual,New,Under Construction,House & Villas,1,Unfurnished,Under Construction,North East,7048170
Thirumullaivoyal Manikanda Puram,2,2,830,834,Individual,Resale,0 to 5 years,Builder Floors,2,Semi-Furnished,Ready to Move,North,2508000
Chrompet,6,3,2000,916,Individual,New,New Construction,House & Villas,1,Unfurnished,Under Construction,North West,30000000
Mogappair West,2,2,810,1300,Individual,Resale,Type,Builder Floors,2,Semi-Furnished,Ready to Move,North,4600000
MGR Nagar,2,2,800,4900,Individual,New,10 to 15 years,House & Villas,0,Unfurnished,Ready to Move,East,15000000
Paruthipet,1,1,600,480,Individual,Resale,0 to 5 years,House & Villas,0,Semi-Furnished,Ready to Move,North East,2400
Padur,3,3,1800,399,Builder,New,Under Construction,Builder Floors,1,Unfurnished,Under Construction,East,9000000
Thirumullaivoyal,2,2,663,530,Individual,Resale,5 to 10 years,House & Villas,2,Unfurnished,Ready to Move,North,2499510
Siruseri,2,2,861,966,Individual,New,5 to 10 years,House & Villas,0,Unfurnished,Ready to Move,East,3900330
Iyyappanthangal,3,3,900,720,Builder,New,New Construction,House & Villas,1,Unfurnished,Ready to Move,South,4050000
Kovur,2,2,1200,6749,Individual,Resale,10 to 15 years,House & Villas,1,Semi-Furnished,Ready to Move,West,6360000
Madambakkam Padmavathy Nagar,2,2,876,468,Individual,New,5 to 10 years,House & Villas,1,Furnished,Ready to Move,North,5650200
Urapakkam,2,2,1011,2490,Individual,Resale,New Construction,House & Villas,0,Unfurnished,Ready to Move,East,4246200
Hasthinapuram,4,4,2600,468,Individual,Resale,New Construction,House & Villas,2,Semi-Furnished,Ready to Move,East,15990000
Thirumudivakkam,3,3,1436,1050,Individual,Resale,5 to 10 years,House & Villas,0,Semi-Furnished,Ready to Move,South,6304040
Anakaputhur,2,2,912,1180,Individual,New,New Construction,House & Villas,0,Unfurnished,Ready to Move,North,4997760
Ambattur,2,2,830,10000,Individual,Resale,New Construction,House & Villas,0,Unfurnished,Ready to Move,East,3403000
Veppampattu,2,2,1800,761,Individual,New,New Construction,Builder Floors,2,Furnished,Ready to Move,North,6200000
Minjur,1,1,415,332,Individual,Resale,New Construction,Builder Floors,0,Unfurnished,Ready to Move,West,1999885
Ram Nagar South,2,2,850,1200,Individual,New,Above 20 years,House & Villas,3,Semi-Furnished,Ready to Move,East,3861550
Besant Nagar,2,2,1149,500,Builder,New,New Construction,House & Villas,0,Semi-Furnished,Ready to Move,North,7824690
Medavakkam,2,2,1026,820,Individual,Resale,5 to 10 years,House & Villas,3,Unfurnished,Ready to Move,South,4534920
East Coast Road,3,3,1150,1084,Individual,Resale,0 to 5 years,Builder Floors,2,Semi-Furnished,Ready to Move,East,8000000
Mudichur,2,2,848,741,Individual,New,New Construction,House & Villas,0,Semi-Furnished,Ready to Move,East,6964624
T Nagar,1,1,525,1000,Individual,New,0 to 5 years,House & Villas,2,Unfurnished,Ready to Move,North,5197500
Virugambakkam,2,2,756,1175,Individual,New,0 to 5 years,Builder Floors,2,Furnished,Ready to Move,North,6500000
Jafferkhanpet,3,4,2400,780,Individual,Resale,5 to 10 years,Builder Floors,2,Unfurnished,Ready to Move,North,48000000
Camp Road,2,2,924,1299,Individual,Resale,0 to 5 years,House & Villas,0,Unfurnished,Ready to Move,South,6495720
Villivakkam Agathiyar Nagar,2,2,970,1400,Agent,New,0 to 5 years,House & Villas,1,Unfurnished,Ready to Move,South,494700
Chetpet,5,3,1400,1000,Individual,Resale,15 to 20 years,Builder Floors,2,Furnished,Ready to Move,North,8500000
Guduvancheri,2,2,1000,593,Individual,New,0 to 5 years,Farm House,4,Semi-Furnished,Ready to Move,South East,5000000
Madambakkam,1,1,564,1210,Individual,New,New Construction,House & Villas,-1,Unfurnished,Under Construction,North East,2000508
Sholinganallur Ezhil Nagar,3,2,1302,880,Builder,New,New Construction,Builder Floors,2,Unfurnished,Ready to Move,East,14000000
Iyyappanthangal,3,3,2200,3200,Individual,Resale,5 to 10 years,House & Villas,1,Furnished,Ready to Move,North,11000000
Madipakkam,2,2,785,672,Individual,New,0 to 5 years,Builder Floors,1,Furnished,Ready to Move,South,3800000
Ra Puram,2,2,1034,733,Individual,New,New Construction,Builder Floors,1,Unfurnished,Ready to Move,North,11500000
Villivakkam,3,3,1000,750,Builder,New,0 to 5 years,House & Villas,0,Unfurnished,Ready to Move,East,6000000
Ambattur,3,2,1250,988,Individual,New,0 to 5 years,Builder Floors,1,Unfurnished,Ready to Move,East,6800000
Tambaram,2,2,1085,1800,Individual,New,New Construction,House & Villas,0,Furnished,Ready to Move,North West,3770375
Kolathur,1,1,580,1200,Individual,New,New Construction,House & Villas,0,Semi-Furnished,Ready to Move,East,3497400
Puzhal,2,1,968,1000,Individual,Resale,10 to 15 years,House & Villas,0,Semi-Furnished,Ready to Move,South,4801280
Trunk Road,2,2,856,900,Individual,Resale,New Construction,House & Villas,0,Semi-Furnished,Ready to Move,East,3154360
Pallavaram,2,3,1000,3000,Individual,Resale,Under Construction,House & Villas,0,Semi-Furnished,Ready to Move,East,1000000
Kolathur Sakthi Nagar,2,2,1500,200,Individual,New,0 to 5 years,House & Villas,0,Unfurnished,Ready to Move,North,13005000
Mappedu Junction,2,2,1300,600,Agent,New,Above 20 years,House & Villas,-1,Semi-Furnished,Ready to Move,South,6110000
Guduvancheri,2,2,754,790,Individual,Resale,0 to 5 years,Builder Floors,1,Unfurnished,Ready to Move,East,3000000
Pallikaranai,2,2,905,834,Individual,Resale,0 to 5 years,Builder Floors,2,Semi-Furnished,Ready to Move,East,5900000
Guduvancheri,2,2,1027,1250,Individual,Resale,5 to 10 years,House & Villas,0,Unfurnished,Ready to Move,West,4703660
Nerkumdram,5,3,1200,1114,Individual,New,10 to 15 years,House & Villas,0,Furnished,Ready to Move,East,38004000
Velachery Baby Nagar,3,3,1218,1050,Individual,Resale,5 to 10 years,Builder Floors,1,Semi-Furnished,Ready to Move,North,7272678
Madurantakam,2,2,10000,513,Individual,New,New Construction,Builder Floors,1,Semi-Furnished,Ready to Move,North East,1300000
Chrompet,2,2,770,852,Individual,Resale,Under Construction,House & Villas,-1,Unfurnished,Ready to Move,East,3749900
Vettuvankanni,6,7,7000,170,Individual,Resale,0 to 5 years,House & Villas,0,Unfurnished,Ready to Move,East,74970000
Sriperumbudur,1,1,450,900,Builder,New,New Construction,House & Villas,0,Furnished,Ready to Move,South,1350
Madipakkam,5,6,2800,878,Individual,New,Type,House & Villas,0,Unfurnished,Under Construction,North,35000000
Royapuram,3,3,2100,1000,Builder,New,New Construction,Builder Floors,1,Unfurnished,Ready to Move,East,40000000
Choolai,1,1,2400,700,Individual,New,0 to 5 years,House & Villas,0,Unfurnished,Ready to Move,West,35001600
Avadi Vellappanchavadi,2,2,894,715,Individual,New,Under Construction,Builder Floors,2,Semi-Furnished,Under Construction,North,4649000
New Perungalathur,2,2,690,2135,Individual,New,New Construction,Builder Floors,1,Semi-Furnished,Ready to Move,North,3200000
Valasaravakkam,5,7,5500,1050,Individual,Resale,5 to 10 years,Builder Floors,1,Semi-Furnished,Ready to Move,North,500000
Gst Road,2,2,1079,600,Builder,New,0 to 5 years,House & Villas,0,Unfurnished,Under Construction,West,4369950
Thiruninravur,2,2,1300,712,Builder,New,New Construction,Builder Floors,1,Unfurnished,Ready to Move,East,6300000
Thiruvanmiyur,2,2,870,840,Individual,Resale,0 to 5 years,Builder Floors,0,Semi-Furnished,Ready to Move,West,8995800
Chrompet,2,2,704,563,Individual,Resale,0 to 5 years,House & Villas,1,Unfurnished,Ready to Move,North,3203200
Manapakkam,2,2,921,375,Individual,New,Under Construction,Farm House,14,Unfurnished,Under Construction,West,6400029
Chennai,1,1,1500,2200,Individual,Resale,Under Construction,House & Villas,0,Unfurnished,Ready to Move,South East,120000000
Ambattur,2,2,890,1000,Others,New,New Construction,House & Villas,2,Unfurnished,Under Construction,North East,3497700
Korattur,2,2,1180,1300,Individual,New,New Construction,Builder Floors,1,Unfurnished,Under Construction,North,10800000
Ashok Nagar,4,4,2222,2310,Agent,Resale,15 to 20 years,Builder Floors,1,Semi-Furnished,Ready to Move,East,20000000
Thilakar Nagar,2,2,1000,610,Individual,Resale,5 to 10 years,House & Villas,-1,Furnished,Ready to Move,East,5500000
Nedunkundram,2,2,600,100,Individual,New,Under Construction,House & Villas,0,Unfurnished,Under Construction,North East,3402000
Guduvancheri,3,2,900,1302,Individual,Resale,0 to 5 years,House & Villas,-1,Semi-Furnished,Ready to Move,South,6498000
Chengalpet,2,2,1000,2445,Individual,Resale,0 to 5 years,House & Villas,0,Furnished,Ready to Move,East,4330000
Ayanambakkam,5,5,3000,527,Individual,New,New Construction,House & Villas,0,Semi-Furnished,Ready to Move,North East,13500000
West Tambaram,3,2,1680,1344,Individual,Resale,New Construction,Builder Floors,2,Unfurnished,Ready to Move,East,18000000
Alwarpet,2,2,780,495,Individual,New,Type,House & Villas,0,Unfurnished,Under Construction,North,7800
Valasaravakkam Ashtalakshmi Nagar,2,2,1154,850,Individual,New,New Construction,House & Villas,0,Semi-Furnished,Ready to Move,North East,6924000
Madipakkam,2,2,1250,2000,Individual,Resale,5 to 10 years,Builder Floors,2,Furnished,Ready to Move,West,6500000
Kosapet,0,2,1200,1400,Individual,Resale,15 to 20 years,House & Villas,0,Semi-Furnished,Ready to Move,East,9996000
Vadaperumbakkam,2,2,850,10000,Individual,New,New Construction,Farm House,0,Unfurnished,Ready to Move,South,4000100
Sithalapakkam,2,2,1150,2000,Individual,Resale,10 to 15 years,House & Villas,0,Semi-Furnished,Ready to Move,North,0
Kuthambakkam,2,2,870,875,Builder,New,New Construction,House & Villas,1,Semi-Furnished,Under Construction,East,4445700
Anna Nagar,3,3,1254,740,Individual,Resale,10 to 15 years,Builder Floors,1,Semi-Furnished,Ready to Move,South,12500000
Kovalam,3,3,2290,834,Individual,Resale,0 to 5 years,Builder Floors,2,Semi-Furnished,Ready to Move,East,10000000
Thalambur,3,3,1260,765,Individual,Resale,10 to 15 years,House & Villas,1,Unfurnished,Ready to Move,North,5405400
Kolathur,2,2,1000,800,Individual,Resale,0 to 5 years,House & Villas,1,Semi-Furnished,Under Construction,North,5500000
Mettupalayam,7,7,4500,1400,Individual,Resale,0 to 5 years,House & Villas,0,Unfurnished,Ready to Move,East,22005000
Neelamangalam,2,2,900,100,Others,New,New Construction,Farm House,0,Unfurnished,Ready to Move,East,5300100
Kundrathur,2,2,923,592,Individual,Resale,0 to 5 years,Builder Floors,1,Furnished,Ready to Move,South,4154000
Thiruninravur,2,2,1100,2100,Individual,New,10 to 15 years,House & Villas,1,Semi-Furnished,Ready to Move,East,482900
Kattupakkam,2,2,1135,3300,Individual,Resale,15 to 20 years,House & Villas,1,Semi-Furnished,Ready to Move,East,6004150
Urapakkam Ram Nagar,2,2,870,696,Individual,New,0 to 5 years,Farm House,4,Semi-Furnished,Upcoming,South East,3915000
Nolambur,2,2,1038,640,Individual,Resale,0 to 5 years,House & Villas,0,Furnished,Ready to Move,South,5700696
Vadapalani,4,4,2100,200,Individual,New,0 to 5 years,House & Villas,0,Semi-Furnished,Ready to Move,North,8400
Poonamallee,2,2,1600,780,Individual,Resale,5 to 10 years,Builder Floors,2,Unfurnished,Ready to Move,North,10000000
Kanchipuram,3,2,1607,280,Individual,New,0 to 5 years,House & Villas,1,Furnished,Under Construction,East,8806360
Pallikaranai,3,3,1480,618,Individual,Resale,10 to 15 years,Builder Floors,1,Semi-Furnished,Ready to Move,North,8500000
Rajakilpakkam,2,2,999,1500,Builder,Resale,5 to 10 years,House & Villas,0,Semi-Furnished,Ready to Move,East,5504490
Kilpauk,3,3,1270,3000,Individual,Resale,5 to 10 years,House & Villas,4,Unfurnished,Ready to Move,South,12416790
Sholinganallur,4,4,3628,2902,Individual,Resale,10 to 15 years,Builder Floors,1,Semi-Furnished,Ready to Move,North,22200000
West Mambalam,2,2,985,630,Individual,Resale,New Construction,Builder Floors,1,Semi-Furnished,Ready to Move,North,9000000
Pozhichallur,2,2,626,1220,Others,New,Under Construction,House & Villas,0,Semi-Furnished,Under Construction,North,3130
Chitlapakkam Muthulakshmi Nagar,1,1,2800,4200,Individual,Resale,0 to 5 years,House & Villas,0,Semi-Furnished,Ready to Move,East,3192000
Pallikaranai,3,2,1388,592,Individual,Resale,0 to 5 years,Builder Floors,1,Furnished,Ready to Move,South,6800000
Guduvancheri,1,2,5000,1244,Individual,Resale,New Construction,Builder Floors,3,Unfurnished,Ready to Move,South,3500000
Nungambakkam,3,3,2575,515,Individual,Resale,0 to 5 years,House & Villas,0,Furnished,Ready to Move,South East,59997500
Ayanavaram,2,2,780,624,Builder,New,0 to 5 years,Builder Floors,3,Furnished,Ready to Move,South,5500000
Pallikaranai,2,2,946,1050,Individual,Resale,New Construction,House & Villas,2,Unfurnished,Ready to Move,East,4852980
Thirumullaivoyal,3,3,1700,827,Individual,New,New Construction,House & Villas,0,Unfurnished,Under Construction,North East,4348600
Adyar,3,3,1735,1000,Builder,New,0 to 5 years,House & Villas,0,Unfurnished,Ready to Move,South,14981725
Virugambakkam,2,2,1140,960,Individual,Resale,10 to 15 years,House & Villas,2,Semi-Furnished,Ready to Move,North East,949620
Veppampattu,2,2,750,650,Individual,New,Under Construction,House & Villas,1,Semi-Furnished,Under Construction,North East,2497500
Gerugambakkam,2,2,1015,800,Builder,New,0 to 5 years,House & Villas,1,Unfurnished,Under Construction,South,6283865
Thiruvanmiyur,2,2,1200,430,Individual,Resale,0 to 5 years,House & Villas,0,Semi-Furnished,Ready to Move,East,8700000
Avadi,3,3,1200,1393,Individual,New,0 to 5 years,House & Villas,0,Unfurnished,Ready to Move,East,3000000
Tambaram,2,2,800,800,Individual,New,0 to 5 years,Builder Floors,0,Semi-Furnished,Under Construction,North,4500000
Manapakkam Giri Gowri Nagar,2,2,1322,1057,Individual,Resale,0 to 5 years,Builder Floors,1,Unfurnished,Ready to Move,South East,10000000
Paruthippattu,2,2,750,600,Individual,New,0 to 5 years,Farm House,4,Semi-Furnished,Upcoming,South East,3502500
Vepampattu,2,2,850,250,Individual,Resale,5 to 10 years,House & Villas,-1,Unfurnished,Ready to Move,West,2089300
Vengadamangalam,2,2,1200,2869,Individual,New,New Construction,Builder Floors,1,Furnished,Ready to Move,North,5000000
Injambakkam,5,4,3600,2880,Individual,Resale,15 to 20 years,House & Villas,2,Semi-Furnished,Ready to Move,East,37512000
Thoraipakkam,2,2,1400,1133,Individual,Resale,10 to 15 years,Builder Floors,3,Unfurnished,Ready to Move,North,14000000
Sholinganallur,1,2,429,750,Individual,Resale,0 to 5 years,House & Villas,0,Semi-Furnished,Ready to Move,East,2701413
Royapuram,3,3,2100,1142,Builder,New,New Construction,Builder Floors,1,Unfurnished,Ready to Move,East,40000000
Ayappakkam,2,2,753,840,Builder,New,Under Construction,Farm House,2,Furnished,Under Construction,North,5459250
Pakkam,3,3,2316,1300,Individual,Resale,New Construction,Builder Floors,2,Semi-Furnished,Ready to Move,East,2000000
Potheri,2,2,1016,2422,Individual,Resale,Under Construction,House & Villas,0,Unfurnished,Ready to Move,East,4800600
Santhosapuram,4,3,1117,100,Builder,New,10 to 15 years,House & Villas,1,Unfurnished,Ready to Move,East,15001310
padappai,1,1,480,650,Individual,Resale,0 to 5 years,House & Villas,0,Unfurnished,Ready to Move,South,479520
Chengalpet,0,1,1000,1300,Individual,New,New Construction,Builder Floors,1,Unfurnished,Under Construction,North,585000
neelankarai,4,5,3300,191664,Individual,Resale,New Construction,Farm House,0,Semi-Furnished,Ready to Move,East,38016000
Valasaravakkam,3,3,1035,680,Individual,New,New Construction,House & Villas,0,Unfurnished,Ready to Move,North,7503750
Kodamkkam,2,2,650,640,Individual,Resale,Above 20 years,House & Villas,0,Unfurnished,Under Construction,East,7767500
Ambattur Vijayalakshmi Puram,2,2,660,750,Individual,Resale,15 to 20 years,Builder Floors,1,Unfurnished,Ready to Move,East,2550000
Kelambakkam,2,2,950,245,Individual,Resale,New Construction,House & Villas,0,Unfurnished,Ready to Move,North,13062500
Muggappair,2,2,1280,871,Builder,New,Under Construction,Builder Floors,1,Unfurnished,Under Construction,West,20000000
Ambattur,2,2,620,1240,Individual,Resale,New Construction,House & Villas,0,Semi-Furnished,Upcoming,East,3037380
Sithalapakkam,2,2,565,850,Individual,Resale,10 to 15 years,Builder Floors,1,Unfurnished,Ready to Move,West,3900000
Magadu,2,2,980,900,Individual,Resale,0 to 5 years,House & Villas,2,Unfurnished,Ready to Move,South,4000360
Guduvancheri,2,2,840,940,Individual,New,New Construction,House & Villas,0,Semi-Furnished,Ready to Move,South,3528000
Urapakkam,2,2,950,468,Individual,New,5 to 10 years,House & Villas,1,Furnished,Ready to Move,North,4398500
Chitlapakkam Venkat Raman Nagar,2,2,1200,1200,Individual,Resale,15 to 20 years,House & Villas,0,Semi-Furnished,Ready to Move,North,5499600
Avadi Dhanalakshmi Nagar,2,2,750,1020,Individual,New,5 to 10 years,Builder Floors,1,Semi-Furnished,Ready to Move,East,3500000
Avadi Indra Nagar,3,2,900,843,Builder,New,New Construction,House & Villas,0,Semi-Furnished,Ready to Move,North,7497000
Kolathur,3,2,1200,875,Builder,New,New Construction,House & Villas,1,Semi-Furnished,Under Construction,East,12996000
Oragadam,2,2,950,650,Individual,New,Under Construction,House & Villas,0,Semi-Furnished,Under Construction,North West,2536500
Triplicane,2,2,585,125,Individual,Resale,10 to 15 years,Builder Floors,1,Semi-Furnished,Ready to Move,North,5500000
Thirumazhisai,2,2,900,1000,Individual,New,New Construction,House & Villas,0,Unfurnished,Ready to Move,South East,4005000
Adambakkam Brindavan Nagar,2,2,1100,800,Individual,New,New Construction,House & Villas,0,Semi-Furnished,Ready to Move,South,28000500
Madhurandagam,1,1,10000,785,Builder,New,New Construction,Builder Floors,2,Unfurnished,Under Construction,East,1000000
Ambattur,3,3,896,576,Individual,New,Under Construction,Builder Floors,1,Unfurnished,Ready to Move,North,9000000
Ambattur Teachers Colony,2,3,20000,1692,Individual,Resale,5 to 10 years,Builder Floors,2,Semi-Furnished,Ready to Move,South,10000000
Chengalpet,0,1,1000,800,Individual,Resale,New Construction,Builder Floors,2,Unfurnished,Under Construction,North,1300000
Chrompet Radhanagar,2,2,722,8611,Individual,Resale,10 to 15 years,Builder Floors,1,Semi-Furnished,Ready to Move,North West,2454800
Thiruvanmiyur,4,4,2935,2869,Builder,New,New Construction,Builder Floors,1,Furnished,Ready to Move,East,49895000
Madambakkam,2,2,822,150,Individual,New,Under Construction,House & Villas,0,Unfurnished,Ready to Move,South,3148260
Keelkattalai Murugan Nagar,2,2,961,639,Builder,New,0 to 5 years,Builder Floors,2,Unfurnished,Ready to Move,East,5765000
West Tambaram,2,2,936,1000,Builder,New,New Construction,House & Villas,1,Unfurnished,Ready to Move,South,4960800
West Tambaram,2,2,1200,1100,Builder,New,0 to 5 years,Builder Floors,1,Unfurnished,Upcoming,East,6700000
Pozhichallur,1,1,617,1200,Individual,Resale,0 to 5 years,Builder Floors,1,Semi-Furnished,Ready to Move,East,1200000
Velachery,8,8,5400,10000,Individual,Resale,New Construction,House & Villas,0,Semi-Furnished,Ready to Move,North,40014000
Perumbakkam,3,3,1546,750,Individual,Resale,5 to 10 years,House & Villas,0,Unfurnished,Ready to Move,East,7498100
Thalambur,2,2,1000,530,Builder,New,Under Construction,Builder Floors,1,Unfurnished,Under Construction,North East,2400000
Kolathur,5,5,4200,680,Individual,Resale,10 to 15 years,House & Villas,1,Furnished,Ready to Move,East,34986000
Mahindra City,3,3,1500,830,Individual,New,5 to 10 years,Farm House,0,Unfurnished,Under Construction,North,4500000
Madurantakam,0,1,10000,639,Builder,New,0 to 5 years,Builder Floors,2,Unfurnished,Ready to Move,East,1000000
Anna Nagar West,2,2,995,1000,Individual,New,New Construction,House & Villas,0,Unfurnished,Ready to Move,South East,12497200
Manali,2,2,665,588,Individual,Resale,0 to 5 years,House & Villas,0,Unfurnished,Ready to Move,South,4389000
Tambaram,2,2,733,850,Individual,Resale,0 to 5 years,House & Villas,0,Semi-Furnished,Ready to Move,West,3298500
Mahindra City,4,3,2256,900,Builder,New,10 to 15 years,House & Villas,0,Unfurnished,Ready to Move,North,8595360
Thiruvanmiyur,2,2,855,1625,Individual,Resale,5 to 10 years,House & Villas,13,Semi-Furnished,Ready to Move,South,9003150
Mangadu Ranganathapuram,2,2,800,700,Others,New,10 to 15 years,Builder Floors,1,Unfurnished,Ready to Move,East,3500000
Madambakkam Shantiniketan Colony,4,3,3260,400,Builder,New,New Construction,Farm House,0,Furnished,Ready to Move,East,16756400
Adambakkam,2,2,1084,1070,Builder,New,New Construction,House & Villas,0,Semi-Furnished,Ready to Move,South,8021600
Ekkaduthangal,4,4,5000,1200,Individual,Resale,New Construction,House & Villas,1,Furnished,Ready to Move,North,28000000
Thirumullaivoyal,1,1,550,650,Individual,New,Under Construction,House & Villas,-1,Semi-Furnished,Ready to Move,South,2398000
Perumanttunallur,2,2,1010,808,Individual,New,0 to 5 years,House & Villas,0,Unfurnished,Ready to Move,South,3232000
Guduvancheri,3,3,1000,660,Builder,New,0 to 5 years,House & Villas,0,Semi-Furnished,Ready to Move,South,3990000
Madambakkam,3,2,1705,468,Individual,Resale,New Construction,House & Villas,0,Semi-Furnished,Ready to Move,East,7331500
